,Location,Latitude,Longitude,Facility Type,Facility Size,Technology Level,Crop,Evapotranspiration (L/year),Annual Water Consumption (L/year),Annual Energy Consumption (MWh/year),Annual CO2 Emissions (kg CO2-eq/year)
545,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Small,Low-tech,Tomatoes,530855.2139774701,530855.2139774701,0.0,0.0
546,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Small,Low-tech,Bell peppers,467958.8095635688,467958.8095635688,0.0,0.0
547,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Small,Low-tech,Zucchini,387750.8946241064,387750.8946241064,0.0,0.0
548,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Small,Low-tech,Strawberries,345228.39473216195,345228.39473216195,0.0,0.0
549,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Small,High-tech,Roses,310641.6700924264,310641.6700924264,33.77088,13261.824575999999
550,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Small,High-tech,Lettuce,406560.9388080867,406560.9388080867,33.77088,13261.824575999999
551,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Small,High-tech,Spinach,409418.3880665863,409418.3880665863,33.77088,13261.824575999999
552,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Small,High-tech,Broccoli,408225.02761003294,408225.02761003294,33.77088,13261.824575999999
553,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Small,High-tech,Basil,370168.99481764255,370168.99481764255,33.77088,13261.824575999999
554,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Small,High-tech,Tomatoes,530855.2139774701,530855.2139774701,33.77088,13261.824575999999
555,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Small,High-tech,Bell peppers,467958.8095635688,467958.8095635688,33.77088,13261.824575999999
556,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Small,High-tech,Zucchini,387750.8946241064,387750.8946241064,33.77088,13261.824575999999
557,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Small,High-tech,Strawberries,345228.39473216195,345228.39473216195,33.77088,13261.824575999999
558,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Medium,Low-tech,Roses,543622.9226617463,543622.9226617463,0.0,0.0
559,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Medium,Low-tech,Lettuce,711481.6429141515,711481.6429141515,0.0,0.0
560,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Medium,Low-tech,Spinach,716482.1791165259,716482.1791165259,0.0,0.0
561,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Medium,Low-tech,Broccoli,714393.7983175577,714393.7983175577,0.0,0.0
562,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Medium,Low-tech,Basil,647795.7409308745,647795.7409308745,0.0,0.0
563,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Medium,Low-tech,Tomatoes,928996.6244605726,928996.6244605726,0.0,0.0
564,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Medium,Low-tech,Bell peppers,818927.916736245,818927.916736245,0.0,0.0
565,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Medium,Low-tech,Zucchini,678564.0655921862,678564.0655921862,0.0,0.0
566,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Medium,Low-tech,Strawberries,604149.6907812833,604149.6907812833,0.0,0.0
567,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Medium,High-tech,Roses,543622.9226617463,543622.9226617463,65.18375000000002,25597.658625000007
568,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Medium,High-tech,Lettuce,711481.6429141515,711481.6429141515,65.18375000000002,25597.658625000007
569,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Medium,High-tech,Spinach,716482.1791165259,716482.1791165259,65.18375000000002,25597.658625000007
570,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Medium,High-tech,Broccoli,714393.7983175577,714393.7983175577,65.18375000000002,25597.658625000007
571,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Medium,High-tech,Basil,647795.7409308745,647795.7409308745,65.18375000000002,25597.658625000007
572,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Medium,High-tech,Tomatoes,928996.6244605726,928996.6244605726,65.18375000000002,25597.658625000007
573,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Medium,High-tech,Bell peppers,818927.916736245,818927.916736245,65.18375000000002,25597.658625000007
574,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Medium,High-tech,Zucchini,678564.0655921862,678564.0655921862,65.18375000000002,25597.658625000007
575,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Medium,High-tech,Strawberries,604149.6907812833,604149.6907812833,65.18375000000002,25597.658625000007
576,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Large,Low-tech,Roses,776604.175231066,776604.175231066,0.0,0.0
577,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Large,Low-tech,Lettuce,1016402.3470202164,1016402.3470202164,0.0,0.0
578,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Large,Low-tech,Spinach,1023545.9701664656,1023545.9701664656,0.0,0.0
579,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Large,Low-tech,Broccoli,1020562.5690250824,1020562.5690250824,0.0,0.0
580,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Large,Low-tech,Basil,925422.4870441064,925422.4870441064,0.0,0.0
581,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Large,Low-tech,Tomatoes,1327138.0349436752,1327138.0349436752,0.0,0.0
582,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Large,Low-tech,Bell peppers,1169897.0239089215,1169897.0239089215,0.0,0.0
583,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Large,Low-tech,Zucchini,969377.236560266,969377.236560266,0.0,0.0
584,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Large,Low-tech,Strawberries,863070.9868304046,863070.9868304046,0.0,0.0
585,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Large,High-tech,Roses,776604.175231066,776604.175231066,40.84476,16039.737251999999
586,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Large,High-tech,Lettuce,1016402.3470202164,1016402.3470202164,40.84476,16039.737251999999
587,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Large,High-tech,Spinach,1023545.9701664656,1023545.9701664656,40.84476,16039.737251999999
588,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Large,High-tech,Broccoli,1020562.5690250824,1020562.5690250824,40.84476,16039.737251999999
589,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Large,High-tech,Basil,925422.4870441064,925422.4870441064,40.84476,16039.737251999999
590,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Large,High-tech,Tomatoes,1327138.0349436752,1327138.0349436752,40.84476,16039.737251999999
591,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Large,High-tech,Bell peppers,1169897.0239089215,1169897.0239089215,40.84476,16039.737251999999
592,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Large,High-tech,Zucchini,969377.236560266,969377.236560266,40.84476,16039.737251999999
593,"Austin, Texas",30.2711286,-97.7436995,Hoop House,Large,High-tech,Strawberries,863070.9868304046,863070.9868304046,40.84476,16039.737251999999
594,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Small,Low-tech,Roses,379418.4257699064,379418.4257699064,44.38368000000001,17429.471136000004
595,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Small,Low-tech,Lettuce,495220.10581267264,495220.10581267264,44.38368000000001,17429.471136000004
596,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Small,Low-tech,Spinach,498575.8293804727,498575.8293804727,44.38368000000001,17429.471136000004
597,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Small,Low-tech,Broccoli,497222.4324749377,497222.4324749377,44.38368000000001,17429.471136000004
598,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Small,Low-tech,Basil,451283.6466802748,451283.6466802748,44.38368000000001,17429.471136000004
599,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Small,Low-tech,Tomatoes,647487.1635346587,647487.1635346587,44.38368000000001,17429.471136000004
600,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Small,Low-tech,Bell peppers,570513.9372965199,570513.9372965199,44.38368000000001,17429.471136000004
601,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Small,Low-tech,Zucchini,472241.8106222077,472241.8106222077,44.38368000000001,17429.471136000004
602,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Small,Low-tech,Strawberries,420017.5694834832,420017.5694834832,44.38368000000001,17429.471136000004
603,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Small,High-tech,Roses,379418.4257699064,758836.8515398127,551.2874377128092,172559.35598973674
604,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Small,High-tech,Lettuce,495220.10581267264,990440.2116253452,405.54694190776274,130418.89888179972
605,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Small,High-tech,Spinach,498575.8293804727,997151.6587609452,402.99225340696535,127414.9686893165
606,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Small,High-tech,Broccoli,497222.4324749377,994444.8649498754,376.84861372329334,125556.64484867736
607,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Small,High-tech,Basil,451283.6466802748,902567.2933605496,491.8727916643371,155684.06634013308
608,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Small,High-tech,Tomatoes,647487.1635346587,1294974.3270693177,623.6159667265823,182394.63868514643
609,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Small,High-tech,Bell peppers,570513.9372965199,1141027.8745930395,537.3373336073957,160710.13615770865
610,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Small,High-tech,Zucchini,472241.8106222077,944483.6212444154,401.2948962717212,127205.14020241467
611,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Small,High-tech,Strawberries,420017.5694834832,840035.1389669663,437.06610525951595,151402.3143582852
612,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Medium,Low-tech,Roses,663982.2450973361,663982.2450973361,86.355,33911.6085
613,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Medium,Low-tech,Lettuce,866635.185172177,866635.185172177,86.355,33911.6085
614,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Medium,Low-tech,Spinach,872507.7014158273,872507.7014158273,86.355,33911.6085
615,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Medium,Low-tech,Broccoli,870139.256831141,870139.256831141,86.355,33911.6085
616,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Medium,Low-tech,Basil,789746.381690481,789746.381690481,86.355,33911.6085
617,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Medium,Low-tech,Tomatoes,1133102.5361856527,1133102.5361856527,86.355,33911.6085
618,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Medium,Low-tech,Bell peppers,998399.39026891,998399.39026891,86.355,33911.6085
619,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Medium,Low-tech,Zucchini,826423.1685888636,826423.1685888636,86.355,33911.6085
620,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Medium,Low-tech,Strawberries,735030.7465960957,735030.7465960957,86.355,33911.6085
621,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Medium,High-tech,Roses,663982.2450973361,1327964.4901946725,901.3286955542,284074.02662258653
622,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Medium,High-tech,Lettuce,866635.185172177,1733270.370344354,666.7804288534784,215661.69323803182
623,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Medium,High-tech,Spinach,872507.7014158273,1745015.4028316543,662.8778855646146,210930.947728674
624,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Medium,High-tech,Broccoli,870139.256831141,1740278.513662282,620.825581050306,207863.5387061121
625,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Medium,High-tech,Basil,789746.381690481,1579492.763380962,806.3310702715277,257032.59822141565
626,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Medium,High-tech,Tomatoes,1133102.5361856527,2266205.0723713054,1016.1247491313957,299334.75156546576
627,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Medium,High-tech,Bell peppers,998399.39026891,1996798.78053782,877.7272176545106,264314.55124476313
628,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Medium,High-tech,Zucchini,826423.1685888636,1652846.3371777271,659.9326719150102,210500.00831531035
629,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Medium,High-tech,Strawberries,735030.7465960957,1470061.4931921917,721.4620280272802,251443.23010132113
630,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Large,Low-tech,Roses,948546.064424766,948546.064424766,55.4796,21786.83892
631,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Large,Low-tech,Lettuce,1238050.2645316815,1238050.2645316815,55.4796,21786.83892
632,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Large,Low-tech,Spinach,1246439.573451182,1246439.573451182,55.4796,21786.83892
633,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Large,Low-tech,Broccoli,1243056.0811873444,1243056.0811873444,55.4796,21786.83892
634,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Large,Low-tech,Basil,1128209.1167006872,1128209.1167006872,55.4796,21786.83892
635,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Large,Low-tech,Tomatoes,1618717.9088366472,1618717.9088366472,55.4796,21786.83892
636,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Large,Low-tech,Bell peppers,1426284.8432413,1426284.8432413,55.4796,21786.83892
637,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Large,Low-tech,Zucchini,1180604.5265555196,1180604.5265555196,55.4796,21786.83892
638,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Large,Low-tech,Strawberries,1050043.923708708,1050043.923708708,55.4796,21786.83892
639,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Large,High-tech,Roses,948546.064424766,1897092.128849532,1167.0948390497385,363643.9700927721
640,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Large,High-tech,Lettuce,1238050.2645316815,2476100.529063363,847.0129383053995,269813.2795587527
641,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Large,High-tech,Spinach,1246439.573451182,2492879.146902364,841.8242334976239,263429.53791142517
642,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Large,High-tech,Broccoli,1243056.0811873444,2486112.162374689,784.5527349212765,259215.52071695187
643,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Large,High-tech,Basil,1128209.1167006872,2256418.2334013744,1037.9380776891148,326831.23113688093
644,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Large,High-tech,Tomatoes,1618717.9088366472,3237435.8176732943,1322.4095236031599,383995.9227908008
645,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Large,High-tech,Bell peppers,1426284.8432413,2852569.6864826,1133.9029579462117,336107.27689742006
646,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Large,High-tech,Zucchini,1180604.5265555196,2361209.053111039,837.6274977530398,262764.91129930527
647,"Austin, Texas",30.2711286,-97.7436995,Greenhouse,Large,High-tech,Strawberries,1050043.923708708,2100087.847417416,924.8965900978441,320280.0298214904
648,"Austin, Texas",30.2711286,-97.7436995,Plant Factory,Small,High-tech,Roses,236020.0924961457,295025.1156201821,2715.987453317965,1066568.2729179647
649,"Austin, Texas",30.2711286,-97.7436995,Plant Factory,Small,High-tech,Lettuce,305180.0840925432,381475.1051156792,1685.0736584062124,661728.4256561196
650,"Austin, Texas",30.2711286,-97.7436995,Plant Factory,Small,High-tech,Spinach,307175.1450916256,383968.931364532,1608.037949422066,631476.5027380453
651,"Austin, Texas",30.2711286,-97.7436995,Plant Factory,Small,High-tech,Broccoli,305807.55384309235,382259.4423038653,1864.3872215070346,732144.8618858125
652,"Austin, Texas",30.2711286,-97.7436995,Plant Factory,Small,High-tech,Basil,279427.0446648728,349283.805831091,2609.4594086952466,1024734.7097946233
653,"Austin, Texas",30.2711286,-97.7436995,Plant Factory,Small,High-tech,Tomatoes,402978.2711778661,503722.8389723325,2231.6088703411297,876352.8033829615
654,"Austin, Texas",30.2711286,-97.7436995,Plant Factory,Small,High-tech,Bell peppers,353946.67333556106,442433.34166945127,2117.1581371621733,831408.0004635854
655,"Austin, Texas",30.2711286,-97.7436995,Plant Factory,Small,High-tech,Zucchini,290980.39807886427,363725.49759858026,1588.3858030145225,623759.104843803
656,"Austin, Texas",30.2711286,-97.7436995,Plant Factory,Small,High-tech,Strawberries,258032.16812216188,322540.21015270235,3162.5041674011172,1241915.3865384187
657,"Austin, Texas",30.2711286,-97.7436995,Plant Factory,Medium,High-tech,Roses,413035.161868255,516293.95233531867,4741.705251546795,1862067.6522824264
658,"Austin, Texas",30.2711286,-97.7436995,Plant Factory,Medium,High-tech,Lettuce,534065.1471619507,667581.4339524384,2922.5108811381215,1147670.0230229404
659,"Austin, Texas",30.2711286,-97.7436995,Plant Factory,Medium,High-tech,Spinach,537556.503910345,671945.6298879312,2781.8476739906064,1092431.581576111
660,"Austin, Texas",30.2711286,-97.7436995,Plant Factory,Medium,High-tech,Broccoli,535163.2192254115,668954.0240317645,3223.7719977930933,1265975.2635333478
661,"Austin, Texas",30.2711286,-97.7436995,Plant Factory,Medium,High-tech,Basil,488997.3281635275,611246.6602044094,4551.880583983702,1787523.5053303998
662,"Austin, Texas",30.2711286,-97.7436995,Plant Factory,Medium,High-tech,Tomatoes,705211.9745612657,881514.968201582,3889.9291771368885,1527575.187861656
663,"Austin, Texas",30.2711286,-97.7436995,Plant Factory,Medium,High-tech,Bell peppers,619406.6783372319,774258.3479215397,3685.005387643315,1447101.6157275296
664,"Austin, Texas",30.2711286,-97.7436995,Plant Factory,Medium,High-tech,Zucchini,509215.6966380124,636519.6207975154,2753.069507928583,1081130.3957635544
665,"Austin, Texas",30.2711286,-97.7436995,Plant Factory,Medium,High-tech,Strawberries,451556.2942137832,564445.367767229,5498.367556109679,2159208.9392842706
666,"Austin, Texas",30.2711286,-97.7436995,Plant Factory,Large,High-tech,Roses,590050.2312403643,737562.7890504552,6766.234113631529,2657100.136423101
667,"Austin, Texas",30.2711286,-97.7436995,Plant Factory,Large,High-tech,Lettuce,762950.2102313583,953687.7627891976,4156.884153799475,1632408.4071970538
668,"Austin, Texas",30.2711286,-97.7436995,Plant Factory,Large,High-tech,Spinach,767937.8627290642,959922.32841133,3951.2337377541417,1551649.4888160513
669,"Austin, Texas",30.2711286,-97.7436995,Plant Factory,Large,High-tech,Broccoli,764518.8846077307,955648.6057596636,4577.788554034972,1797697.5651695332
670,"Austin, Texas",30.2711286,-97.7436995,Plant Factory,Large,High-tech,Basil,698567.611662182,873209.5145777275,6492.556356567299,2549626.8812239785
671,"Austin, Texas",30.2711286,-97.7436995,Plant Factory,Large,High-tech,Tomatoes,1007445.6779446652,1259307.0974308313,5546.277295006348,2178023.093748993
672,"Austin, Texas",30.2711286,-97.7436995,Plant Factory,Large,High-tech,Bell peppers,884866.6833389025,1106083.3541736284,5250.186184067485,2061748.114483301
673,"Austin, Texas",30.2711286,-97.7436995,Plant Factory,Large,High-tech,Zucchini,727450.9951971605,909313.7439964504,3914.8453642001414,1537359.7745213956
674,"Austin, Texas",30.2711286,-97.7436995,Plant Factory,Large,High-tech,Strawberries,645080.4203054047,806350.5253817557,7829.2410822325655,3074542.9729927285
675,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Small,Low-tech,Roses,351225.3967863811,351225.3967863811,0.0,0.0
676,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Small,Low-tech,Lettuce,460498.2173864239,460498.2173864239,0.0,0.0
677,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Small,Low-tech,Spinach,463732.1210425887,463732.1210425887,0.0,0.0
678,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Small,Low-tech,Broccoli,462653.93986526725,462653.93986526725,0.0,0.0
679,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Small,Low-tech,Basil,418832.04012681,418832.04012681,0.0,0.0
680,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Small,Low-tech,Tomatoes,599945.836728897,599945.836728897,0.0,0.0
681,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Small,Low-tech,Bell peppers,529216.7449787701,529216.7449787701,0.0,0.0
682,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Small,Low-tech,Zucchini,439191.4305065817,439191.4305065817,0.0,0.0
683,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Small,Low-tech,Strawberries,391248.03826857766,391248.03826857766,0.0,0.0
684,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Small,High-tech,Roses,351225.3967863811,351225.3967863811,34.0164,13358.240279999998
685,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Small,High-tech,Lettuce,460498.2173864239,460498.2173864239,34.0164,13358.240279999998
686,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Small,High-tech,Spinach,463732.1210425887,463732.1210425887,34.0164,13358.240279999998
687,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Small,High-tech,Broccoli,462653.93986526725,462653.93986526725,34.0164,13358.240279999998
688,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Small,High-tech,Basil,418832.04012681,418832.04012681,34.0164,13358.240279999998
689,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Small,High-tech,Tomatoes,599945.836728897,599945.836728897,34.0164,13358.240279999998
690,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Small,High-tech,Bell peppers,529216.7449787701,529216.7449787701,34.0164,13358.240279999998
691,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Small,High-tech,Zucchini,439191.4305065817,439191.4305065817,34.0164,13358.240279999998
692,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Small,High-tech,Strawberries,391248.03826857766,391248.03826857766,34.0164,13358.240279999998
693,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Medium,Low-tech,Roses,614644.4443761668,614644.4443761668,0.0,0.0
694,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Medium,Low-tech,Lettuce,805871.8804262418,805871.8804262418,0.0,0.0
695,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Medium,Low-tech,Spinach,811531.2118245303,811531.2118245303,0.0,0.0
696,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Medium,Low-tech,Broccoli,809644.3947642177,809644.3947642177,0.0,0.0
697,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Medium,Low-tech,Basil,732956.0702219176,732956.0702219176,0.0,0.0
698,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Medium,Low-tech,Tomatoes,1049905.2142755697,1049905.2142755697,0.0,0.0
699,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Medium,Low-tech,Bell peppers,926129.3037128478,926129.3037128478,0.0,0.0
700,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Medium,Low-tech,Zucchini,768585.003386518,768585.003386518,0.0,0.0
701,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Medium,Low-tech,Strawberries,684684.0669700108,684684.0669700108,0.0,0.0
702,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Medium,High-tech,Roses,614644.4443761668,614644.4443761668,65.68750000000001,25795.481250000004
703,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Medium,High-tech,Lettuce,805871.8804262418,805871.8804262418,65.68750000000001,25795.481250000004
704,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Medium,High-tech,Spinach,811531.2118245303,811531.2118245303,65.68750000000001,25795.481250000004
705,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Medium,High-tech,Broccoli,809644.3947642177,809644.3947642177,65.68750000000001,25795.481250000004
706,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Medium,High-tech,Basil,732956.0702219176,732956.0702219176,65.68750000000001,25795.481250000004
707,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Medium,High-tech,Tomatoes,1049905.2142755697,1049905.2142755697,65.68750000000001,25795.481250000004
708,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Medium,High-tech,Bell peppers,926129.3037128478,926129.3037128478,65.68750000000001,25795.481250000004
709,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Medium,High-tech,Zucchini,768585.003386518,768585.003386518,65.68750000000001,25795.481250000004
710,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Medium,High-tech,Strawberries,684684.0669700108,684684.0669700108,65.68750000000001,25795.481250000004
711,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Large,Low-tech,Roses,878063.4919659527,878063.4919659527,0.0,0.0
712,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Large,Low-tech,Lettuce,1151245.5434660595,1151245.5434660595,0.0,0.0
713,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Large,Low-tech,Spinach,1159330.3026064718,1159330.3026064718,0.0,0.0
714,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Large,Low-tech,Broccoli,1156634.849663168,1156634.849663168,0.0,0.0
715,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Large,Low-tech,Basil,1047080.1003170252,1047080.1003170252,0.0,0.0
716,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Large,Low-tech,Tomatoes,1499864.591822242,1499864.591822242,0.0,0.0
717,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Large,Low-tech,Bell peppers,1323041.8624469254,1323041.8624469254,0.0,0.0
718,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Large,Low-tech,Zucchini,1097978.576266454,1097978.576266454,0.0,0.0
719,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Large,Low-tech,Strawberries,978120.095671444,978120.095671444,0.0,0.0
720,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Large,High-tech,Roses,878063.4919659527,878063.4919659527,41.13119999999999,16152.222239999997
721,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Large,High-tech,Lettuce,1151245.5434660595,1151245.5434660595,41.13119999999999,16152.222239999997
722,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Large,High-tech,Spinach,1159330.3026064718,1159330.3026064718,41.13119999999999,16152.222239999997
723,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Large,High-tech,Broccoli,1156634.849663168,1156634.849663168,41.13119999999999,16152.222239999997
724,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Large,High-tech,Basil,1047080.1003170252,1047080.1003170252,41.13119999999999,16152.222239999997
725,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Large,High-tech,Tomatoes,1499864.591822242,1499864.591822242,41.13119999999999,16152.222239999997
726,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Large,High-tech,Bell peppers,1323041.8624469254,1323041.8624469254,41.13119999999999,16152.222239999997
727,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Large,High-tech,Zucchini,1097978.576266454,1097978.576266454,41.13119999999999,16152.222239999997
728,"Phoenix, Arizona",33.4484367,-112.074141,Hoop House,Large,High-tech,Strawberries,978120.095671444,978120.095671444,41.13119999999999,16152.222239999997
729,"Phoenix, Arizona",33.4484367,-112.074141,Greenhouse,Small,Low-tech,Roses,428806.72463288513,428806.72463288513,44.38368000000001,17429.471136000004
730,"Phoenix, Arizona",33.4484367,-112.074141,Greenhouse,Small,Low-tech,Lettuce,560090.6342743897,560090.6342743897,44.38368000000001,17429.471136000004
