,Location,Latitude,Longitude,Facility Type,Facility Size,Technology Level,Crop,Evapotranspiration (L/year),Annual Water Consumption (L/year),Annual Energy Consumption (MWh/year),Annual CO2 Emissions (kg CO2-eq/year)
0,"Miami, Florida",25.7741728,-80.19362,Hoop House,Small,Low-tech,Roses,320464.3237603764,320464.3237603764,0.0,0.0
1,"Miami, Florida",25.7741728,-80.19362,Hoop House,Small,Low-tech,Lettuce,417988.10045646,417988.10045646,0.0,0.0
2,"Miami, Florida",25.7741728,-80.19362,Hoop House,Small,Low-tech,Spinach,420862.2140837654,420862.2140837654,0.0,0.0
3,"Miami, Florida",25.7741728,-80.19362,Hoop House,Small,Low-tech,Broccoli,419452.4325934171,419452.4325934171,0.0,0.0
4,"Miami, Florida",25.7741728,-80.19362,Hoop House,Small,Low-tech,Basil,381166.2284502887,381166.2284502887,0.0,0.0
5,"Miami, Florida",25.7741728,-80.19362,Hoop House,Small,Low-tech,Tomatoes,547394.1043841831,547394.1043841831,0.0,0.0
6,"Miami, Florida",25.7741728,-80.19362,Hoop House,Small,Low-tech,Bell peppers,482093.9460028339,482093.9460028339,0.0,0.0
7,"Miami, Florida",25.7741728,-80.19362,Hoop House,Small,Low-tech,Zucchini,398615.4412138949,398615.4412138949,0.0,0.0
8,"Miami, Florida",25.7741728,-80.19362,Hoop House,Small,Low-tech,Strawberries,354481.4755232751,354481.4755232751,0.0,0.0
9,"Miami, Florida",25.7741728,-80.19362,Hoop House,Small,High-tech,Roses,320464.3237603764,320464.3237603764,36.18648,14210.430696000001
10,"Miami, Florida",25.7741728,-80.19362,Hoop House,Small,High-tech,Lettuce,417988.10045646,417988.10045646,36.18648,14210.430696000001
11,"Miami, Florida",25.7741728,-80.19362,Hoop House,Small,High-tech,Spinach,420862.2140837654,420862.2140837654,36.18648,14210.430696000001
12,"Miami, Florida",25.7741728,-80.19362,Hoop House,Small,High-tech,Broccoli,419452.4325934171,419452.4325934171,36.18648,14210.430696000001
13,"Miami, Florida",25.7741728,-80.19362,Hoop House,Small,High-tech,Basil,381166.2284502887,381166.2284502887,36.18648,14210.430696000001
14,"Miami, Florida",25.7741728,-80.19362,Hoop House,Small,High-tech,Tomatoes,547394.1043841831,547394.1043841831,36.18648,14210.430696000001
15,"Miami, Florida",25.7741728,-80.19362,Hoop House,Small,High-tech,Bell peppers,482093.9460028339,482093.9460028339,36.18648,14210.430696000001
16,"Miami, Florida",25.7741728,-80.19362,Hoop House,Small,High-tech,Zucchini,398615.4412138949,398615.4412138949,36.18648,14210.430696000001
17,"Miami, Florida",25.7741728,-80.19362,Hoop House,Small,High-tech,Strawberries,354481.4755232751,354481.4755232751,36.18648,14210.430696000001
18,"Miami, Florida",25.7741728,-80.19362,Hoop House,Medium,Low-tech,Roses,560812.5665806587,560812.5665806587,0.0,0.0
19,"Miami, Florida",25.7741728,-80.19362,Hoop House,Medium,Low-tech,Lettuce,731479.1757988051,731479.1757988051,0.0,0.0
20,"Miami, Florida",25.7741728,-80.19362,Hoop House,Medium,Low-tech,Spinach,736508.8746465896,736508.8746465896,0.0,0.0
21,"Miami, Florida",25.7741728,-80.19362,Hoop House,Medium,Low-tech,Broccoli,734041.7570384799,734041.7570384799,0.0,0.0
22,"Miami, Florida",25.7741728,-80.19362,Hoop House,Medium,Low-tech,Basil,667040.8997880052,667040.8997880052,0.0,0.0
23,"Miami, Florida",25.7741728,-80.19362,Hoop House,Medium,Low-tech,Tomatoes,957939.6826723202,957939.6826723202,0.0,0.0
24,"Miami, Florida",25.7741728,-80.19362,Hoop House,Medium,Low-tech,Bell peppers,843664.4055049594,843664.4055049594,0.0,0.0
25,"Miami, Florida",25.7741728,-80.19362,Hoop House,Medium,Low-tech,Zucchini,697577.0221243161,697577.0221243161,0.0,0.0
26,"Miami, Florida",25.7741728,-80.19362,Hoop House,Medium,Low-tech,Strawberries,620342.5821657313,620342.5821657313,0.0,0.0
27,"Miami, Florida",25.7741728,-80.19362,Hoop House,Medium,High-tech,Roses,560812.5665806587,560812.5665806587,70.14000000000001,27543.978000000006
28,"Miami, Florida",25.7741728,-80.19362,Hoop House,Medium,High-tech,Lettuce,731479.1757988051,731479.1757988051,70.14000000000001,27543.978000000006
29,"Miami, Florida",25.7741728,-80.19362,Hoop House,Medium,High-tech,Spinach,736508.8746465896,736508.8746465896,70.14000000000001,27543.978000000006
30,"Miami, Florida",25.7741728,-80.19362,Hoop House,Medium,High-tech,Broccoli,734041.7570384799,734041.7570384799,70.14000000000001,27543.978000000006
31,"Miami, Florida",25.7741728,-80.19362,Hoop House,Medium,High-tech,Basil,667040.8997880052,667040.8997880052,70.14000000000001,27543.978000000006
32,"Miami, Florida",25.7741728,-80.19362,Hoop House,Medium,High-tech,Tomatoes,957939.6826723202,957939.6826723202,70.14000000000001,27543.978000000006
33,"Miami, Florida",25.7741728,-80.19362,Hoop House,Medium,High-tech,Bell peppers,843664.4055049594,843664.4055049594,70.14000000000001,27543.978000000006
34,"Miami, Florida",25.7741728,-80.19362,Hoop House,Medium,High-tech,Zucchini,697577.0221243161,697577.0221243161,70.14000000000001,27543.978000000006
35,"Miami, Florida",25.7741728,-80.19362,Hoop House,Medium,High-tech,Strawberries,620342.5821657313,620342.5821657313,70.14000000000001,27543.978000000006
36,"Miami, Florida",25.7741728,-80.19362,Hoop House,Large,Low-tech,Roses,801160.8094009409,801160.8094009409,0.0,0.0
37,"Miami, Florida",25.7741728,-80.19362,Hoop House,Large,Low-tech,Lettuce,1044970.25114115,1044970.25114115,0.0,0.0
38,"Miami, Florida",25.7741728,-80.19362,Hoop House,Large,Low-tech,Spinach,1052155.5352094136,1052155.5352094136,0.0,0.0
39,"Miami, Florida",25.7741728,-80.19362,Hoop House,Large,Low-tech,Broccoli,1048631.081483543,1048631.081483543,0.0,0.0
40,"Miami, Florida",25.7741728,-80.19362,Hoop House,Large,Low-tech,Basil,952915.5711257216,952915.5711257216,0.0,0.0
41,"Miami, Florida",25.7741728,-80.19362,Hoop House,Large,Low-tech,Tomatoes,1368485.2609604574,1368485.2609604574,0.0,0.0
42,"Miami, Florida",25.7741728,-80.19362,Hoop House,Large,Low-tech,Bell peppers,1205234.8650070848,1205234.8650070848,0.0,0.0
43,"Miami, Florida",25.7741728,-80.19362,Hoop House,Large,Low-tech,Zucchini,996538.6030347374,996538.6030347374,0.0,0.0
44,"Miami, Florida",25.7741728,-80.19362,Hoop House,Large,Low-tech,Strawberries,886203.6888081875,886203.6888081875,0.0,0.0
45,"Miami, Florida",25.7741728,-80.19362,Hoop House,Large,High-tech,Roses,801160.8094009409,801160.8094009409,43.66296,17146.444391999998
46,"Miami, Florida",25.7741728,-80.19362,Hoop House,Large,High-tech,Lettuce,1044970.25114115,1044970.25114115,43.66296,17146.444391999998
47,"Miami, Florida",25.7741728,-80.19362,Hoop House,Large,High-tech,Spinach,1052155.5352094136,1052155.5352094136,43.66296,17146.444391999998
48,"Miami, Florida",25.7741728,-80.19362,Hoop House,Large,High-tech,Broccoli,1048631.081483543,1048631.081483543,43.66296,17146.444391999998
49,"Miami, Florida",25.7741728,-80.19362,Hoop House,Large,High-tech,Basil,952915.5711257216,952915.5711257216,43.66296,17146.444391999998
50,"Miami, Florida",25.7741728,-80.19362,Hoop House,Large,High-tech,Tomatoes,1368485.2609604574,1368485.2609604574,43.66296,17146.444391999998
51,"Miami, Florida",25.7741728,-80.19362,Hoop House,Large,High-tech,Bell peppers,1205234.8650070848,1205234.8650070848,43.66296,17146.444391999998
52,"Miami, Florida",25.7741728,-80.19362,Hoop House,Large,High-tech,Zucchini,996538.6030347374,996538.6030347374,43.66296,17146.444391999998
53,"Miami, Florida",25.7741728,-80.19362,Hoop House,Large,High-tech,Strawberries,886203.6888081875,886203.6888081875,43.66296,17146.444391999998
54,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Small,Low-tech,Roses,391752.96090112085,391752.96090112085,48.248640000000016,18947.240928000007
55,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Small,Low-tech,Lettuce,510972.21833207534,510972.21833207534,48.248640000000016,18947.240928000007
56,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Small,Low-tech,Spinach,514485.3657672271,514485.3657672271,48.248640000000016,18947.240928000007
57,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Small,Low-tech,Broccoli,512763.6930218279,512763.6930218279,48.248640000000016,18947.240928000007
58,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Small,Low-tech,Basil,465957.72096832015,465957.72096832015,48.248640000000016,18947.240928000007
59,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Small,Low-tech,Tomatoes,669160.6105071674,669160.6105071674,48.248640000000016,18947.240928000007
60,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Small,Low-tech,Bell peppers,589335.7662023825,589335.7662023825,48.248640000000016,18947.240928000007
61,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Small,Low-tech,Zucchini,487289.8121528,487289.8121528,48.248640000000016,18947.240928000007
62,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Small,Low-tech,Strawberries,433338.0491922953,433338.0491922953,48.248640000000016,18947.240928000007
63,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Small,High-tech,Roses,391752.96090112085,783505.9218022417,266.33215374186403,97547.7344104019
64,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Small,High-tech,Lettuce,510972.21833207534,1021944.4366641508,220.53716976566403,83993.77002579485
65,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Small,High-tech,Spinach,514485.3657672271,1028970.7315344542,218.13338215784225,82595.404147795
66,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Small,High-tech,Broccoli,512763.6930218279,1025527.3860436558,241.77590640812554,93664.07920826272
67,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Small,High-tech,Basil,465957.72096832015,931915.4419366404,250.00771023845272,93284.36352638893
68,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Small,High-tech,Tomatoes,669160.6105071674,1338321.2210143348,286.76750020962373,95787.5753751581
69,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Small,High-tech,Bell peppers,589335.7662023825,1178671.532404765,245.65895647644658,86873.16600751414
70,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Small,High-tech,Zucchini,487289.8121528,974579.6243056,216.4270439532972,82138.62752708505
71,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Small,High-tech,Strawberries,433338.0491922953,866676.0983845906,282.4524984484748,110051.70204416191
72,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Medium,Low-tech,Roses,685567.6815769615,685567.6815769615,94.59,37145.493
73,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Medium,Low-tech,Lettuce,894201.3820811318,894201.3820811318,94.59,37145.493
74,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Medium,Low-tech,Spinach,900349.3900926474,900349.3900926474,94.59,37145.493
75,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Medium,Low-tech,Broccoli,897336.4627881988,897336.4627881988,94.59,37145.493
76,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Medium,Low-tech,Basil,815426.0116945604,815426.0116945604,94.59,37145.493
77,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Medium,Low-tech,Tomatoes,1171031.068387543,1171031.068387543,94.59,37145.493
78,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Medium,Low-tech,Bell peppers,1031337.5908541692,1031337.5908541692,94.59,37145.493
79,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Medium,Low-tech,Zucchini,852757.1712674,852757.1712674,94.59,37145.493
80,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Medium,Low-tech,Strawberries,758341.5860865166,758341.5860865166,94.59,37145.493
81,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Medium,High-tech,Roses,685567.6815769615,1371135.363153923,446.7733013981069,164086.89468143662
82,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Medium,High-tech,Lettuce,894201.3820811318,1788402.7641622636,373.5307123514315,142457.13519028094
83,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Medium,High-tech,Spinach,900349.3900926474,1800698.7801852948,369.8117114512737,140265.63966265548
84,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Medium,High-tech,Broccoli,897336.4627881988,1794672.9255763977,406.9947997417048,157756.34323568182
85,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Medium,High-tech,Basil,815426.0116945604,1630852.0233891208,420.67049886780785,157334.21775601225
86,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Medium,High-tech,Tomatoes,1171031.068387543,2342062.136775086,482.40854528885984,162310.44941713396
87,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Medium,High-tech,Bell peppers,1031337.5908541692,2062675.1817083384,415.35489850657325,147610.90600184543
88,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Medium,High-tech,Zucchini,852757.1712674,1705514.3425348,366.77254565790236,139415.60177286484
89,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Medium,High-tech,Strawberries,758341.5860865166,1516683.1721730332,473.50633842639286,184678.62130460143
90,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Large,Low-tech,Roses,979382.4022528024,979382.4022528024,60.31079999999999,23684.051159999995
91,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Large,Low-tech,Lettuce,1277430.5458301886,1277430.5458301886,60.31079999999999,23684.051159999995
92,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Large,Low-tech,Spinach,1286213.4144180678,1286213.4144180678,60.31079999999999,23684.051159999995
93,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Large,Low-tech,Broccoli,1281909.2325545698,1281909.2325545698,60.31079999999999,23684.051159999995
94,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Large,Low-tech,Basil,1164894.3024208006,1164894.3024208006,60.31079999999999,23684.051159999995
95,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Large,Low-tech,Tomatoes,1672901.5262679188,1672901.5262679188,60.31079999999999,23684.051159999995
96,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Large,Low-tech,Bell peppers,1473339.415505956,1473339.415505956,60.31079999999999,23684.051159999995
97,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Large,Low-tech,Zucchini,1218224.5303820004,1218224.5303820004,60.31079999999999,23684.051159999995
98,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Large,Low-tech,Strawberries,1083345.1229807383,1083345.1229807383,60.31079999999999,23684.051159999995
99,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Large,High-tech,Roses,979382.4022528024,1958764.8045056048,542.0165443833744,197355.6442054507
100,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Large,High-tech,Lettuce,1277430.5458301886,2554861.091660377,442.57435224903713,168020.34614138363
101,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Large,High-tech,Spinach,1286213.4144180678,2572426.828836136,437.6049301595867,165072.62145464943
102,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Large,High-tech,Broccoli,1281909.2325545698,2563818.46510914,487.7671820364453,188719.14508734757
103,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Large,High-tech,Basil,1164894.3024208006,2329788.604841601,506.6136505710298,188248.2482667653
104,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Large,High-tech,Tomatoes,1672901.5262679188,3345803.052535837,592.6116972289177,195706.04745593236
105,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Large,High-tech,Bell peppers,1473339.415505956,2946678.831011912,500.5264716252219,175400.3381161113
106,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Large,High-tech,Zucchini,1218224.5303820004,2436449.0607640008,433.2255267414786,163821.02292113303
107,"Miami, Florida",25.7741728,-80.19362,Greenhouse,Large,High-tech,Strawberries,1083345.1229807383,2166690.2459614766,579.8275894831385,226018.32731985493
108,"Miami, Florida",25.7741728,-80.19362,Plant Factory,Small,High-tech,Roses,207825.2451712273,259781.55646403407,2738.545659230397,1075426.880379777
109,"Miami, Florida",25.7741728,-80.19362,Plant Factory,Small,High-tech,Lettuce,269862.27204978,337327.84006222495,1703.3620153753382,668910.2634378952
110,"Miami, Florida",25.7741728,-80.19362,Plant Factory,Small,High-tech,Spinach,271782.9069172023,339728.6336465028,1598.5682809620043,627757.7639337791
111,"Miami, Florida",25.7741728,-80.19362,Plant Factory,Small,High-tech,Broccoli,270274.69925240974,337843.3740655121,1868.490254982269,733756.1231315371
112,"Miami, Florida",25.7741728,-80.19362,Plant Factory,Small,High-tech,Basil,246892.2286819624,308615.285852453,2627.045068494002,1031640.5983975945
113,"Miami, Florida",25.7741728,-80.19362,Plant Factory,Small,High-tech,Tomatoes,356136.7192051606,445170.8990064508,2220.779001634988,872099.9139420599
114,"Miami, Florida",25.7741728,-80.19362,Plant Factory,Small,High-tech,Bell peppers,312892.78168587555,391115.9771073444,2101.738600818546,825352.7485414429
115,"Miami, Florida",25.7741728,-80.19362,Plant Factory,Small,High-tech,Zucchini,257388.8628037036,321736.0785046295,1604.9435464302417,630261.3306831559
116,"Miami, Florida",25.7741728,-80.19362,Plant Factory,Small,High-tech,Strawberries,228641.7499995182,285802.18749939767,3161.6089328999915,1241563.8279498266
117,"Miami, Florida",25.7741728,-80.19362,Plant Factory,Medium,High-tech,Roses,363694.1790496477,454617.7238120595,4777.159439478515,1875990.511883213
118,"Miami, Florida",25.7741728,-80.19362,Plant Factory,Medium,High-tech,Lettuce,472258.97608711495,590323.7201088937,2951.491546106944,1159050.730156197
119,"Miami, Florida",25.7741728,-80.19362,Plant Factory,Medium,High-tech,Spinach,475620.087105104,594525.10888138,2767.828031335346,1086926.0679053904
120,"Miami, Florida",25.7741728,-80.19362,Plant Factory,Medium,High-tech,Broccoli,472980.7236917172,591225.9046146463,3230.9964266774473,1268812.2967562336
121,"Miami, Florida",25.7741728,-80.19362,Plant Factory,Medium,High-tech,Basil,432061.40019343415,540076.7502417926,4579.5435353573175,1798386.7463348184
122,"Miami, Florida",25.7741728,-80.19362,Plant Factory,Medium,High-tech,Tomatoes,623239.2586090311,779049.0732612888,3873.1855130929594,1520999.9509916052
123,"Miami, Florida",25.7741728,-80.19362,Plant Factory,Medium,High-tech,Bell peppers,547562.3679502822,684452.9599378527,3661.9805618784903,1438059.766649683
124,"Miami, Florida",25.7741728,-80.19362,Plant Factory,Medium,High-tech,Zucchini,450430.50990648125,563038.1373831015,2779.913220241281,1091671.921588751
125,"Miami, Florida",25.7741728,-80.19362,Plant Factory,Medium,High-tech,Strawberries,400123.06249915686,500153.828123946,5499.001572000003,2159457.917324401
126,"Miami, Florida",25.7741728,-80.19362,Plant Factory,Large,High-tech,Roses,519563.11292806815,649453.8911600852,6814.030406215172,2675869.740520698
127,"Miami, Florida",25.7741728,-80.19362,Plant Factory,Large,High-tech,Lettuce,674655.6801244499,843319.6001555625,4195.825755378628,1647700.774137187
128,"Miami, Florida",25.7741728,-80.19362,Plant Factory,Large,High-tech,Spinach,679457.2672930056,849321.584116257,3933.147114635399,1544546.871917321
129,"Miami, Florida",25.7741728,-80.19362,Plant Factory,Large,High-tech,Broccoli,675686.7481310243,844608.4351637805,4588.224368928388,1801795.7096781777
130,"Miami, Florida",25.7741728,-80.19362,Plant Factory,Large,High-tech,Basil,617230.571704906,771538.2146311323,6529.887344750782,2564286.760283632
131,"Miami, Florida",25.7741728,-80.19362,Plant Factory,Large,High-tech,Tomatoes,890341.7980129016,1112927.2475161268,5524.087913907098,2169309.323791317
132,"Miami, Florida",25.7741728,-80.19362,Plant Factory,Large,High-tech,Bell peppers,782231.9542146887,977789.942768361,5220.2876228421455,2050006.9494901104
133,"Miami, Florida",25.7741728,-80.19362,Plant Factory,Large,High-tech,Zucchini,643472.157009259,804340.1962615736,3951.17860401814,1551627.8377979235
134,"Miami, Florida",25.7741728,-80.19362,Plant Factory,Large,High-tech,Strawberries,571604.3749987955,714505.468748494,7831.831373101399,3075560.180216919
135,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Small,Low-tech,Roses,355073.01759096107,355073.01759096107,0.0,0.0
136,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Small,Low-tech,Lettuce,463331.22573147627,463331.22573147627,0.0,0.0
137,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Small,Low-tech,Spinach,466487.7287378238,466487.7287378238,0.0,0.0
138,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Small,Low-tech,Broccoli,465113.8750295017,465113.8750295017,0.0,0.0
139,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Small,Low-tech,Basil,422329.031999557,422329.031999557,0.0,0.0
140,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Small,Low-tech,Tomatoes,606147.7747420137,606147.7747420137,0.0,0.0
141,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Small,Low-tech,Bell peppers,533998.685163159,533998.685163159,0.0,0.0
142,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Small,Low-tech,Zucchini,441841.4956749444,441841.4956749444,0.0,0.0
143,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Small,Low-tech,Strawberries,392958.63752584974,392958.63752584974,0.0,0.0
144,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Small,High-tech,Roses,355073.01759096107,355073.01759096107,43.362,9897.86184147669
145,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Small,High-tech,Lettuce,463331.22573147627,463331.22573147627,43.362,9897.86184147669
146,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Small,High-tech,Spinach,466487.7287378238,466487.7287378238,43.362,9897.86184147669
147,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Small,High-tech,Broccoli,465113.8750295017,465113.8750295017,43.362,9897.86184147669
148,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Small,High-tech,Basil,422329.031999557,422329.031999557,43.362,9897.86184147669
149,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Small,High-tech,Tomatoes,606147.7747420137,606147.7747420137,43.362,9897.86184147669
150,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Small,High-tech,Bell peppers,533998.685163159,533998.685163159,43.362,9897.86184147669
151,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Small,High-tech,Zucchini,441841.4956749444,441841.4956749444,43.362,9897.86184147669
152,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Small,High-tech,Strawberries,392958.63752584974,392958.63752584974,43.362,9897.86184147669
153,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Medium,Low-tech,Roses,621377.7807841819,621377.7807841819,0.0,0.0
154,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Medium,Low-tech,Lettuce,810829.6450300835,810829.6450300835,0.0,0.0
155,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Medium,Low-tech,Spinach,816353.5252911915,816353.5252911915,0.0,0.0
156,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Medium,Low-tech,Broccoli,813949.281301628,813949.281301628,0.0,0.0
157,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Medium,Low-tech,Basil,739075.8059992247,739075.8059992247,0.0,0.0
158,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Medium,Low-tech,Tomatoes,1060758.605798524,1060758.605798524,0.0,0.0
159,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Medium,Low-tech,Bell peppers,934497.699035528,934497.699035528,0.0,0.0
160,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Medium,Low-tech,Zucchini,773222.6174311526,773222.6174311526,0.0,0.0
161,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Medium,Low-tech,Strawberries,687677.615670237,687677.615670237,0.0,0.0
162,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Medium,High-tech,Roses,621377.7807841819,621377.7807841819,84.8625,19370.815472586954
163,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Medium,High-tech,Lettuce,810829.6450300835,810829.6450300835,84.8625,19370.815472586954
164,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Medium,High-tech,Spinach,816353.5252911915,816353.5252911915,84.8625,19370.815472586954
165,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Medium,High-tech,Broccoli,813949.281301628,813949.281301628,84.8625,19370.815472586954
166,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Medium,High-tech,Basil,739075.8059992247,739075.8059992247,84.8625,19370.815472586954
167,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Medium,High-tech,Tomatoes,1060758.605798524,1060758.605798524,84.8625,19370.815472586954
168,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Medium,High-tech,Bell peppers,934497.699035528,934497.699035528,84.8625,19370.815472586954
169,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Medium,High-tech,Zucchini,773222.6174311526,773222.6174311526,84.8625,19370.815472586954
170,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Medium,High-tech,Strawberries,687677.615670237,687677.615670237,84.8625,19370.815472586954
171,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Large,Low-tech,Roses,887682.5439774027,887682.5439774027,0.0,0.0
172,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Large,Low-tech,Lettuce,1158328.0643286908,1158328.0643286908,0.0,0.0
173,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Large,Low-tech,Spinach,1166219.3218445594,1166219.3218445594,0.0,0.0
174,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Large,Low-tech,Broccoli,1162784.6875737542,1162784.6875737542,0.0,0.0
175,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Large,Low-tech,Basil,1055822.5799988925,1055822.5799988925,0.0,0.0
176,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Large,Low-tech,Tomatoes,1515369.4368550342,1515369.4368550342,0.0,0.0
177,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Large,Low-tech,Bell peppers,1334996.7129078975,1334996.7129078975,0.0,0.0
178,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Large,Low-tech,Zucchini,1104603.7391873607,1104603.7391873607,0.0,0.0
179,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Large,Low-tech,Strawberries,982396.5938146242,982396.5938146242,0.0,0.0
180,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Large,High-tech,Roses,887682.5439774027,887682.5439774027,52.03440000000002,11877.434209772031
181,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Large,High-tech,Lettuce,1158328.0643286908,1158328.0643286908,52.03440000000002,11877.434209772031
182,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Large,High-tech,Spinach,1166219.3218445594,1166219.3218445594,52.03440000000002,11877.434209772031
183,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Large,High-tech,Broccoli,1162784.6875737542,1162784.6875737542,52.03440000000002,11877.434209772031
184,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Large,High-tech,Basil,1055822.5799988925,1055822.5799988925,52.03440000000002,11877.434209772031
185,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Large,High-tech,Tomatoes,1515369.4368550342,1515369.4368550342,52.03440000000002,11877.434209772031
186,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Large,High-tech,Bell peppers,1334996.7129078975,1334996.7129078975,52.03440000000002,11877.434209772031
