Location,Latitude,Longitude,Facility Type,Facility Size,Technology Level,Crop,Evapotranspiration (L/year),Annual Water Consumption (L/year),Annual Energy Consumption (MWh/year),Annual CO2 Emissions (kg CO2-eq/year)
"Little Rock, Arizona",34.79662576,-111.7373115,Plant Factory,Medium,High-tech,Bell peppers,359610.0432,449512.5539,3879.329386,1523412.65
"Little Rock, Arizona",34.79662576,-111.7373115,Plant Factory,Medium,High-tech,Zucchini,293883.1906,367353.9882,2764.885746,1085770.633
"Little Rock, Arizona",34.79662576,-111.7373115,Plant Factory,Medium,High-tech,Strawberries,276067.1316,345083.9145,5580.067214,2191292.395
"Little Rock, Arizona",34.79662576,-111.7373115,Plant Factory,Large,High-tech,Roses,353037.7001,441297.1251,6758.506772,2654065.609
"Little Rock, Arizona",34.79662576,-111.7373115,Plant Factory,Large,High-tech,Lettuce,441588.7578,551985.9472,4156.310592,1632183.169
"Little Rock, Arizona",34.79662576,-111.7373115,Plant Factory,Large,High-tech,Spinach,442099.6446,552624.5557,4060.302533,1594480.805
"Little Rock, Arizona",34.79662576,-111.7373115,Plant Factory,Large,High-tech,Broccoli,444972.5348,556215.6685,4618.790865,1813799.173
"Little Rock, Arizona",34.79662576,-111.7373115,Plant Factory,Large,High-tech,Basil,423559.4144,529449.268,6520.183315,2560475.988
"Little Rock, Arizona",34.79662576,-111.7373115,Plant Factory,Large,High-tech,Tomatoes,586630.5001,733288.1251,5889.439377,2312782.843
"Little Rock, Arizona",34.79662576,-111.7373115,Plant Factory,Large,High-tech,Bell peppers,513728.6331,642160.7914,5502.848504,2160968.608
"Little Rock, Arizona",34.79662576,-111.7373115,Plant Factory,Large,High-tech,Zucchini,419833.1294,524791.4118,3925.097623,1541385.836
"Little Rock, Arizona",34.79662576,-111.7373115,Plant Factory,Large,High-tech,Strawberries,394381.6166,492977.0208,7931.077072,3114533.966
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Small,Low-tech,Roses,296123.1887,296123.1887,0,0
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Small,Low-tech,Lettuce,366973.3944,366973.3944,0,0
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Small,Low-tech,Spinach,367582.7273,367582.7273,0,0
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Small,Low-tech,Broccoli,367469.8436,367469.8436,0,0
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Small,Low-tech,Basil,358137.3689,358137.3689,0,0
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Small,Low-tech,Tomatoes,499182.3859,499182.3859,0,0
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Small,Low-tech,Bell peppers,433985.1842,433985.1842,0,0
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Small,Low-tech,Zucchini,349010.8722,349010.8722,0,0
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Small,Low-tech,Strawberries,331444.849,331444.849,0,0
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Small,High-tech,Roses,304100.3383,304100.3383,32.29776,12683.33035
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Small,High-tech,Lettuce,375121.9292,375121.9292,32.29776,12683.33035
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Small,High-tech,Spinach,375769.3363,375769.3363,32.29776,12683.33035
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Small,High-tech,Broccoli,374979.4045,374979.4045,32.29776,12683.33035
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Small,High-tech,Basil,367964.8242,367964.8242,32.29776,12683.33035
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Small,High-tech,Tomatoes,513828.6799,513828.6799,32.29776,12683.33035
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Small,High-tech,Bell peppers,445749.1999,445749.1999,32.29776,12683.33035
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Small,High-tech,Zucchini,356776.0911,356776.0911,32.29776,12683.33035
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Small,High-tech,Strawberries,339470.3853,339470.3853,32.29776,12683.33035
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Medium,Low-tech,Roses,518215.5803,518215.5803,0,0
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Medium,Low-tech,Lettuce,642203.4401,642203.4401,0,0
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Medium,Low-tech,Spinach,643269.7728,643269.7728,0,0
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Medium,Low-tech,Broccoli,643072.2262,643072.2262,0,0
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Medium,Low-tech,Basil,626740.3956,626740.3956,0,0
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Medium,Low-tech,Tomatoes,873569.1752,873569.1752,0,0
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Medium,Low-tech,Bell peppers,759474.0723,759474.0723,0,0
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Medium,Low-tech,Zucchini,610769.0263,610769.0263,0,0
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Medium,Low-tech,Strawberries,580028.4857,580028.4857,0,0
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Medium,High-tech,Roses,532175.592,532175.592,62.16125,24410.72288
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Medium,High-tech,Lettuce,656463.3761,656463.3761,62.16125,24410.72288
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Medium,High-tech,Spinach,657596.3385,657596.3385,62.16125,24410.72288
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Medium,High-tech,Broccoli,656213.9579,656213.9579,62.16125,24410.72288
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Medium,High-tech,Basil,643938.4423,643938.4423,62.16125,24410.72288
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Medium,High-tech,Tomatoes,899200.1898,899200.1898,62.16125,24410.72288
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Medium,High-tech,Bell peppers,780061.0998,780061.0998,62.16125,24410.72288
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Medium,High-tech,Zucchini,624358.1595,624358.1595,62.16125,24410.72288
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Medium,High-tech,Strawberries,594073.1742,594073.1742,62.16125,24410.72288
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Large,Low-tech,Roses,740307.9718,740307.9718,0,0
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Large,Low-tech,Lettuce,917433.4859,917433.4859,0,0
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Large,Low-tech,Spinach,918956.8183,918956.8183,0,0
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Large,Low-tech,Broccoli,918674.6089,918674.6089,0,0
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Large,Low-tech,Basil,895343.4223,895343.4223,0,0
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Large,Low-tech,Tomatoes,1247955.965,1247955.965,0,0
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Large,Low-tech,Bell peppers,1084962.96,1084962.96,0,0
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Large,Low-tech,Zucchini,872527.1804,872527.1804,0,0
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Large,Low-tech,Strawberries,828612.1224,828612.1224,0,0
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Large,High-tech,Roses,760250.8457,760250.8457,39.12612,15364.82732
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Large,High-tech,Lettuce,937804.8229,937804.8229,39.12612,15364.82732
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Large,High-tech,Spinach,939423.3407,939423.3407,39.12612,15364.82732
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Large,High-tech,Broccoli,937448.5112,937448.5112,39.12612,15364.82732
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Large,High-tech,Basil,919912.0604,919912.0604,39.12612,15364.82732
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Large,High-tech,Tomatoes,1284571.7,1284571.7,39.12612,15364.82732
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Large,High-tech,Bell peppers,1114373,1114373,39.12612,15364.82732
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Large,High-tech,Zucchini,891940.2278,891940.2278,39.12612,15364.82732
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Hoop House,Large,High-tech,Strawberries,848675.9632,848675.9632,39.12612,15364.82732
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Small,Low-tech,Roses,383640.79,383640.79,42.74688,16786.69978
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Small,Low-tech,Lettuce,499135.6224,499135.6224,42.41952,16658.1455
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Small,Low-tech,Spinach,502667.1098,502667.1098,42.41952,16658.1455
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Small,Low-tech,Broccoli,500227.4916,500227.4916,42.41952,16658.1455
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Small,Low-tech,Basil,456005.8179,456005.8179,42.41952,16658.1455
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Small,Low-tech,Tomatoes,656446.0093,656446.0093,42.41952,16658.1455
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Small,Low-tech,Bell peppers,577413.2504,577413.2504,42.41952,16658.1455
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Small,Low-tech,Zucchini,476054.4076,476054.4076,42.41952,16658.1455
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Small,Low-tech,Strawberries,425056.4116,425056.4116,43.06368,16911.10714
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Small,High-tech,Roses,399579.3337,799158.6674,836.1452239,243920.8587
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Small,High-tech,Lettuce,517593.5104,1035187.021,618.883254,181027.8426
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Small,High-tech,Spinach,521542.7144,1043085.429,624.9558475,180210.2709
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Small,High-tech,Broccoli,517083.9643,1034167.929,547.9298889,165226.7911
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Small,High-tech,Basil,474881.8483,949763.6965,751.6851508,220243.5524
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Small,High-tech,Tomatoes,687555.2685,1375110.537,999.8239857,275637.939
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Small,High-tech,Bell peppers,603000.5487,1206001.097,853.2128162,238528.3256
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Small,High-tech,Zucchini,493810.243,987620.486,620.5913006,179304.2966
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Small,High-tech,Strawberries,440480.8655,880961.731,597.623251,190809.8979
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Medium,Low-tech,Roses,671371.3826,671371.3826,82.8675,32542.06725
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Medium,Low-tech,Lettuce,873487.3392,873487.3392,82.17,32268.159
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Medium,Low-tech,Spinach,879667.4422,879667.4422,82.17,32268.159
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Medium,Low-tech,Broccoli,875398.1103,875398.1103,82.17,32268.159
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Medium,Low-tech,Basil,798010.1814,798010.1814,82.17,32268.159
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Medium,Low-tech,Tomatoes,1148780.516,1148780.516,82.17,32268.159
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Medium,Low-tech,Bell peppers,1010473.188,1010473.188,82.17,32268.159
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Medium,Low-tech,Zucchini,833095.2133,833095.2133,82.17,32268.159
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Medium,Low-tech,Strawberries,743848.7203,743848.7203,83.5425,32807.13975
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Medium,High-tech,Roses,699263.834,1398527.668,1354.006695,397551.2657
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Medium,High-tech,Lettuce,905788.6432,1811577.286,1006.575948,296119.4628
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Medium,High-tech,Spinach,912699.7501,1825399.5,1016.359294,294849.4671
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Medium,High-tech,Broccoli,904896.9375,1809793.875,893.5208333,270953.0527
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Medium,High-tech,Basil,831043.2344,1662086.469,1218.551001,359474.5139
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Medium,High-tech,Tomatoes,1203221.72,2406443.44,1614.038349,447413.5166
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Medium,High-tech,Bell peppers,1055250.96,2110501.92,1380.266529,388025.1503
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Medium,High-tech,Zucchini,864167.9252,1728335.85,1009.135304,293302.3637
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Medium,High-tech,Strawberries,770841.5147,1541683.029,977.2605584,314626.0642
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Large,Low-tech,Roses,959101.9751,959101.9751,53.4336,20983.37472
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Large,Low-tech,Lettuce,1247839.056,1247839.056,53.0244,20822.68188
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Large,Low-tech,Spinach,1256667.775,1256667.775,53.0244,20822.68188
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Large,Low-tech,Broccoli,1250568.729,1250568.729,53.0244,20822.68188
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Large,Low-tech,Basil,1140014.545,1140014.545,53.0244,20822.68188
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Large,Low-tech,Tomatoes,1641115.023,1641115.023,53.0244,20822.68188
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Large,Low-tech,Bell peppers,1443533.126,1443533.126,53.0244,20822.68188
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Large,Low-tech,Zucchini,1190136.019,1190136.019,53.0244,20822.68188
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Large,Low-tech,Strawberries,1062641.029,1062641.029,53.8296,21138.88392
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Large,High-tech,Roses,998948.3343,1997896.669,1783.677201,518744.3736
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Large,High-tech,Lettuce,1293983.776,2587967.552,1311.860496,380388.1055
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Large,High-tech,Spinach,1303856.786,2607713.572,1325.175607,378674.4806
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Large,High-tech,Broccoli,1292709.911,2585419.821,1158.500682,346261.8559
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Large,High-tech,Basil,1187204.621,2374409.241,1600.442782,467220.5404
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Large,High-tech,Tomatoes,1718888.171,3437776.343,2136.486198,586101.9265
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Large,High-tech,Bell peppers,1507501.372,3015002.743,1819.130055,505304.2936
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Large,High-tech,Zucchini,1234525.607,2469051.215,1315.191067,376503.0086
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Greenhouse,Large,High-tech,Strawberries,1101202.164,2202404.328,1274.499586,407342.4731
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Plant Factory,Small,High-tech,Roses,147337.3386,184171.6733,2755.968415,1082268.797
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Plant Factory,Small,High-tech,Lettuce,182712.1288,228390.161,1731.329121,679892.9458
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Plant Factory,Small,High-tech,Spinach,182949.4987,228686.8734,1703.415686,668931.3399
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Plant Factory,Small,High-tech,Broccoli,183492.6053,229365.7567,1932.913667,759055.1969
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Plant Factory,Small,High-tech,Basil,176990.8438,221238.5548,2660.085624,1044615.624
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Plant Factory,Small,High-tech,Tomatoes,246009.5412,307511.9265,2417.223066,949243.4979
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Plant Factory,Small,High-tech,Bell peppers,214536.7462,268170.9327,2267.014333,890256.5285
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Plant Factory,Small,High-tech,Zucchini,173726.9581,217158.6976,1639.383762,643786.0032
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Plant Factory,Small,High-tech,Strawberries,163837.7735,204797.2168,3250.643302,1276527.625
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Plant Factory,Medium,High-tech,Roses,257840.3426,322300.4282,4797.610121,1884021.495
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Plant Factory,Medium,High-tech,Lettuce,319746.2254,399682.7818,2987.158784,1173057.254
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Plant Factory,Medium,High-tech,Spinach,320161.6228,400202.0285,2924.182371,1148326.417
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Plant Factory,Medium,High-tech,Broccoli,321112.0593,401390.0742,3323.998468,1305334.199
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Plant Factory,Medium,High-tech,Basil,309733.9767,387167.4709,4623.998396,1815844.17
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Plant Factory,Medium,High-tech,Tomatoes,430516.6971,538145.8714,4171.216578,1638036.75
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Plant Factory,Medium,High-tech,Bell peppers,375439.3058,469299.1323,3911.234499,1535941.788
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Plant Factory,Medium,High-tech,Zucchini,304022.1767,380027.7209,2825.069477,1109404.784
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Plant Factory,Medium,High-tech,Strawberries,286716.1036,358395.1294,5629.036414,2210522.6
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Plant Factory,Large,High-tech,Roses,368343.3465,460429.1831,6835.656617,2684362.353
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Plant Factory,Large,High-tech,Lettuce,456780.322,570975.4025,4237.638679,1664120.709
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Plant Factory,Large,High-tech,Spinach,457373.7468,571717.1836,4136.475691,1624394.004
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Plant Factory,Large,High-tech,Broccoli,458731.5133,573414.3917,4706.402312,1848204.188
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Plant Factory,Large,High-tech,Basil,442477.1096,553096.387,6583.353611,2585282.963
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Plant Factory,Large,High-tech,Tomatoes,615023.8531,768779.8163,5916.156097,2323274.499
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Plant Factory,Large,High-tech,Bell peppers,536341.8655,670427.3318,5546.865948,2178254.258
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Plant Factory,Large,High-tech,Zucchini,434317.3953,542896.7441,4005.406026,1572922.946
"Oklahoma City, Oklahoma",35.4729886,-97.5170536,Plant Factory,Large,High-tech,Strawberries,409594.4336,511993.0421,7998.390657,3140968.011
"Midland, Texas",31.83688,-102.0103767,Hoop House,Small,Low-tech,Roses,363037.1246,363037.1246,0,0
"Midland, Texas",31.83688,-102.0103767,Hoop House,Small,Low-tech,Lettuce,474657.4165,474657.4165,0,0
"Midland, Texas",31.83688,-102.0103767,Hoop House,Small,Low-tech,Spinach,478009.2187,478009.2187,0,0
"Midland, Texas",31.83688,-102.0103767,Hoop House,Small,Low-tech,Broccoli,476401.2444,476401.2444,0,0
"Midland, Texas",31.83688,-102.0103767,Hoop House,Small,Low-tech,Basil,432466.16,432466.16,0,0
"Midland, Texas",31.83688,-102.0103767,Hoop House,Small,Low-tech,Tomatoes,620703.0463,620703.0463,0,0
"Midland, Texas",31.83688,-102.0103767,Hoop House,Small,Low-tech,Bell peppers,546914.387,546914.387,0,0
"Midland, Texas",31.83688,-102.0103767,Hoop House,Small,Low-tech,Zucchini,452705.0458,452705.0458,0,0
"Midland, Texas",31.83688,-102.0103767,Hoop House,Small,Low-tech,Strawberries,402942.0596,402942.0596,0,0
"Midland, Texas",31.83688,-102.0103767,Hoop House,Small,High-tech,Roses,370063.4814,370063.4814,33.77088,13261.82458
"Midland, Texas",31.83688,-102.0103767,Hoop House,Small,High-tech,Lettuce,482559.5985,482559.5985,33.77088,13261.82458
"Midland, Texas",31.83688,-102.0103767,Hoop House,Small,High-tech,Spinach,486135.1076,486135.1076,33.77088,13261.82458
"Midland, Texas",31.83688,-102.0103767,Hoop House,Small,High-tech,Broccoli,483387.7104,483387.7104,33.77088,13261.82458
"Midland, Texas",31.83688,-102.0103767,Hoop House,Small,High-tech,Basil,440795.5968,440795.5968,33.77088,13261.82458
"Midland, Texas",31.83688,-102.0103767,Hoop House,Small,High-tech,Tomatoes,634843.9129,634843.9129,33.77088,13261.82458
"Midland, Texas",31.83688,-102.0103767,Hoop House,Small,High-tech,Bell peppers,558394.2296,558394.2296,33.77088,13261.82458
"Midland, Texas",31.83688,-102.0103767,Hoop House,Small,High-tech,Zucchini,460330.4205,460330.4205,33.77088,13261.82458
"Midland, Texas",31.83688,-102.0103767,Hoop House,Small,High-tech,Strawberries,409485.5381,409485.5381,33.77088,13261.82458
"Midland, Texas",31.83688,-102.0103767,Hoop House,Medium,Low-tech,Roses,635314.9681,635314.9681,0,0
"Midland, Texas",31.83688,-102.0103767,Hoop House,Medium,Low-tech,Lettuce,830650.4789,830650.4789,0,0
"Midland, Texas",31.83688,-102.0103767,Hoop House,Medium,Low-tech,Spinach,836516.1327,836516.1327,0,0
"Midland, Texas",31.83688,-102.0103767,Hoop House,Medium,Low-tech,Broccoli,833702.1776,833702.1776,0,0
"Midland, Texas",31.83688,-102.0103767,Hoop House,Medium,Low-tech,Basil,756815.7799,756815.7799,0,0
"Midland, Texas",31.83688,-102.0103767,Hoop House,Medium,Low-tech,Tomatoes,1086230.331,1086230.331,0,0
"Midland, Texas",31.83688,-102.0103767,Hoop House,Medium,Low-tech,Bell peppers,957100.1773,957100.1773,0,0
"Midland, Texas",31.83688,-102.0103767,Hoop House,Medium,Low-tech,Zucchini,792233.8302,792233.8302,0,0
"Midland, Texas",31.83688,-102.0103767,Hoop House,Medium,Low-tech,Strawberries,705148.6044,705148.6044,0,0
"Midland, Texas",31.83688,-102.0103767,Hoop House,Medium,High-tech,Roses,647611.0924,647611.0924,65.18375,25597.65863
"Midland, Texas",31.83688,-102.0103767,Hoop House,Medium,High-tech,Lettuce,844479.2974,844479.2974,65.18375,25597.65863
"Midland, Texas",31.83688,-102.0103767,Hoop House,Medium,High-tech,Spinach,850736.4383,850736.4383,65.18375,25597.65863
"Midland, Texas",31.83688,-102.0103767,Hoop House,Medium,High-tech,Broccoli,845928.4932,845928.4932,65.18375,25597.65863
"Midland, Texas",31.83688,-102.0103767,Hoop House,Medium,High-tech,Basil,771392.2944,771392.2944,65.18375,25597.65863
"Midland, Texas",31.83688,-102.0103767,Hoop House,Medium,High-tech,Tomatoes,1110976.848,1110976.848,65.18375,25597.65863
"Midland, Texas",31.83688,-102.0103767,Hoop House,Medium,High-tech,Bell peppers,977189.9017,977189.9017,65.18375,25597.65863
"Midland, Texas",31.83688,-102.0103767,Hoop House,Medium,High-tech,Zucchini,805578.2359,805578.2359,65.18375,25597.65863
"Midland, Texas",31.83688,-102.0103767,Hoop House,Medium,High-tech,Strawberries,716599.6917,716599.6917,65.18375,25597.65863
"Midland, Texas",31.83688,-102.0103767,Hoop House,Large,Low-tech,Roses,907592.8116,907592.8116,0,0
"Midland, Texas",31.83688,-102.0103767,Hoop House,Large,Low-tech,Lettuce,1186643.541,1186643.541,0,0
"Midland, Texas",31.83688,-102.0103767,Hoop House,Large,Low-tech,Spinach,1195023.047,1195023.047,0,0
"Midland, Texas",31.83688,-102.0103767,Hoop House,Large,Low-tech,Broccoli,1191003.111,1191003.111,0,0
"Midland, Texas",31.83688,-102.0103767,Hoop House,Large,Low-tech,Basil,1081165.4,1081165.4,0,0
"Midland, Texas",31.83688,-102.0103767,Hoop House,Large,Low-tech,Tomatoes,1551757.616,1551757.616,0,0
"Midland, Texas",31.83688,-102.0103767,Hoop House,Large,Low-tech,Bell peppers,1367285.968,1367285.968,0,0
"Midland, Texas",31.83688,-102.0103767,Hoop House,Large,Low-tech,Zucchini,1131762.615,1131762.615,0,0
"Midland, Texas",31.83688,-102.0103767,Hoop House,Large,Low-tech,Strawberries,1007355.149,1007355.149,0,0
"Midland, Texas",31.83688,-102.0103767,Hoop House,Large,High-tech,Roses,925158.7034,925158.7034,40.84476,16039.73725
"Midland, Texas",31.83688,-102.0103767,Hoop House,Large,High-tech,Lettuce,1206398.996,1206398.996,40.84476,16039.73725
"Midland, Texas",31.83688,-102.0103767,Hoop House,Large,High-tech,Spinach,1215337.769,1215337.769,40.84476,16039.73725
"Midland, Texas",31.83688,-102.0103767,Hoop House,Large,High-tech,Broccoli,1208469.276,1208469.276,40.84476,16039.73725
"Midland, Texas",31.83688,-102.0103767,Hoop House,Large,High-tech,Basil,1101988.992,1101988.992,40.84476,16039.73725
"Midland, Texas",31.83688,-102.0103767,Hoop House,Large,High-tech,Tomatoes,1587109.782,1587109.782,40.84476,16039.73725
"Midland, Texas",31.83688,-102.0103767,Hoop House,Large,High-tech,Bell peppers,1395985.574,1395985.574,40.84476,16039.73725
"Midland, Texas",31.83688,-102.0103767,Hoop House,Large,High-tech,Zucchini,1150826.051,1150826.051,40.84476,16039.73725
"Midland, Texas",31.83688,-102.0103767,Hoop House,Large,High-tech,Strawberries,1023713.845,1023713.845,40.84476,16039.73725
"Midland, Texas",31.83688,-102.0103767,Greenhouse,Small,Low-tech,Roses,446395.2061,446395.2061,44.38368,17429.47114
