Location,Latitude,Longitude,Facility Type,Facility Size,Technology Level,Crop,Evapotranspiration (L/year),Annual Water Consumption (L/year),Annual Energy Consumption (MWh/year),Annual CO2 Emissions (kg CO2-eq/year)
"Amarillo, Texas",35.20729,-101.8371192,Greenhouse,Medium,Low-tech,Strawberries,813700.0884,813700.0884,79.4925,31216.70475
"Amarillo, Texas",35.20729,-101.8371192,Greenhouse,Medium,High-tech,Roses,757197.6901,1514395.38,1401.103069,405307.3876
"Amarillo, Texas",35.20729,-101.8371192,Greenhouse,Medium,High-tech,Lettuce,984309.5039,1968619.008,1045.340022,304128.1815
"Amarillo, Texas",35.20729,-101.8371192,Greenhouse,Medium,High-tech,Spinach,991347.0016,1982694.003,1057.219708,305361.0745
"Amarillo, Texas",35.20729,-101.8371192,Greenhouse,Medium,High-tech,Broccoli,985942.0759,1971884.152,923.9845995,276857.7188
"Amarillo, Texas",35.20729,-101.8371192,Greenhouse,Medium,High-tech,Basil,899957.8014,1799915.603,1255.471054,364368.6772
"Amarillo, Texas",35.20729,-101.8371192,Greenhouse,Medium,High-tech,Tomatoes,1296867.343,2593734.687,1671.059436,460208.348
"Amarillo, Texas",35.20729,-101.8371192,Greenhouse,Medium,High-tech,Bell peppers,1140111.984,2280223.968,1431.737845,400166.8423
"Amarillo, Texas",35.20729,-101.8371192,Greenhouse,Medium,High-tech,Zucchini,938831.2572,1877662.514,1046.080865,302864.8451
"Amarillo, Texas",35.20729,-101.8371192,Greenhouse,Medium,High-tech,Strawberries,837712.7959,1675425.592,1003.562126,316654.9599
"Amarillo, Texas",35.20729,-101.8371192,Greenhouse,Large,Low-tech,Roses,1045619.31,1045619.31,51.0444,20045.13588
"Amarillo, Texas",35.20729,-101.8371192,Greenhouse,Large,Low-tech,Lettuce,1365024.227,1365024.227,50.6484,19889.62668
"Amarillo, Texas",35.20729,-101.8371192,Greenhouse,Large,Low-tech,Spinach,1374055.932,1374055.932,50.6484,19889.62668
"Amarillo, Texas",35.20729,-101.8371192,Greenhouse,Large,Low-tech,Broccoli,1371488.017,1371488.017,50.6484,19889.62668
"Amarillo, Texas",35.20729,-101.8371192,Greenhouse,Large,Low-tech,Basil,1242963.707,1242963.707,50.6484,19889.62668
"Amarillo, Texas",35.20729,-101.8371192,Greenhouse,Large,Low-tech,Tomatoes,1781391.395,1781391.395,50.6484,19889.62668
"Amarillo, Texas",35.20729,-101.8371192,Greenhouse,Large,Low-tech,Bell peppers,1570448.551,1570448.551,50.6484,19889.62668
"Amarillo, Texas",35.20729,-101.8371192,Greenhouse,Large,Low-tech,Zucchini,1301571.434,1301571.434,50.6484,19889.62668
"Amarillo, Texas",35.20729,-101.8371192,Greenhouse,Large,Low-tech,Strawberries,1162428.698,1162428.698,51.4536,20205.82872
"Amarillo, Texas",35.20729,-101.8371192,Greenhouse,Large,High-tech,Roses,1081710.986,2163421.972,1850.002273,530023.2355
"Amarillo, Texas",35.20729,-101.8371192,Greenhouse,Large,High-tech,Lettuce,1406156.434,2812312.868,1367.821563,392573.0314
"Amarillo, Texas",35.20729,-101.8371192,Greenhouse,Large,High-tech,Spinach,1416210.002,2832420.005,1384.080381,394283.8738
"Amarillo, Texas",35.20729,-101.8371192,Greenhouse,Large,High-tech,Broccoli,1408488.68,2816977.36,1203.214194,355610.6177
"Amarillo, Texas",35.20729,-101.8371192,Greenhouse,Large,High-tech,Basil,1285654.002,2571308.004,1652.857173,474622.1576
"Amarillo, Texas",35.20729,-101.8371192,Greenhouse,Large,High-tech,Tomatoes,1852667.633,3705335.267,2217.563909,604697.3194
"Amarillo, Texas",35.20729,-101.8371192,Greenhouse,Large,High-tech,Bell peppers,1628731.406,3257462.812,1892.590004,523051.3472
"Amarillo, Texas",35.20729,-101.8371192,Greenhouse,Large,High-tech,Zucchini,1341187.51,2682375.02,1368.650222,390788.27
"Amarillo, Texas",35.20729,-101.8371192,Greenhouse,Large,High-tech,Strawberries,1196732.566,2393465.131,1312.282415,410674.0397
"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Small,High-tech,Roses,140153.563,175191.9538,2745.382098,1078111.55
"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Small,High-tech,Lettuce,174949.5965,218686.9957,1723.400877,676779.5246
"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Small,High-tech,Spinach,175161.7671,218952.2089,1701.211721,668065.8428
"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Small,High-tech,Broccoli,176122.5691,220153.2114,1930.822631,758234.047
"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Small,High-tech,Basil,168270.3675,210337.9594,2649.381673,1040412.183
"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Small,High-tech,Tomatoes,233291.3564,291614.1955,2416.396975,948919.092
"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Small,High-tech,Bell peppers,204059.1875,255073.9844,2264.944035,889443.5226
"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Small,High-tech,Zucchini,166336.5906,207920.7383,1631.927784,640858.0409
"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Small,High-tech,Strawberries,156463.62,195579.525,3246.53284,1274913.446
"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Medium,High-tech,Roses,245268.7353,306585.9192,4780.455697,1877284.952
"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Medium,High-tech,Lettuce,306161.7939,382702.2424,2973.052672,1167517.784
"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Medium,High-tech,Spinach,306533.0925,383166.3656,2920.222165,1146771.244
"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Medium,High-tech,Broccoli,308214.4959,385268.1199,3320.023862,1303773.371
"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Medium,High-tech,Basil,294473.1431,368091.4289,4606.723106,1809060.164
"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Medium,High-tech,Tomatoes,408259.8736,510324.842,4169.117838,1637212.575
"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Medium,High-tech,Bell peppers,357103.5782,446379.4727,3907.155633,1534340.017
"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Medium,High-tech,Zucchini,291089.0336,363861.292,2811.892302,1104230.107
"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Medium,High-tech,Strawberries,273811.335,342264.1688,5621.736097,2207655.765
"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Large,High-tech,Roses,350383.9076,437979.8845,6812.128148,2675122.724
"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Large,High-tech,Lettuce,437373.9913,546717.4892,4217.904558,1656371.12
"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Large,High-tech,Spinach,437904.4179,547380.5223,4130.774581,1622155.178
"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Large,High-tech,Broccoli,440306.4227,550383.0284,4700.517704,1845893.302
"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Large,High-tech,Basil,420675.9187,525844.8984,6559.720309,2576002.165
"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Large,High-tech,Tomatoes,583228.3909,729035.4886,5912.586521,2321872.727
"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Large,High-tech,Bell peppers,510147.9688,637684.961,5540.731514,2175845.266
"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Large,High-tech,Zucchini,415841.4766,519801.8458,3986.503729,1565500.014
"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Large,High-tech,Strawberries,391159.05,488948.8125,7987.893042,3136845.598
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Small,Low-tech,Roses,345524.3364,345524.3364,0,0
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Small,Low-tech,Lettuce,432462.1604,432462.1604,0,0
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Small,Low-tech,Spinach,433108.4993,433108.4993,0,0
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Small,Low-tech,Broccoli,434764.178,434764.178,0,0
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Small,Low-tech,Basil,417253.0992,417253.0992,0,0
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Small,Low-tech,Tomatoes,579210.9047,579210.9047,0,0
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Small,Low-tech,Bell peppers,505978.2896,505978.2896,0,0
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Small,Low-tech,Zucchini,411248.6892,411248.6892,0,0
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Small,Low-tech,Strawberries,388761.1974,388761.1974,0,0
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Small,High-tech,Roses,352456.2109,352456.2109,29.20896,11470.35859
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Small,High-tech,Lettuce,439149.7262,439149.7262,29.20896,11470.35859
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Small,High-tech,Spinach,439834.3026,439834.3026,29.20896,11470.35859
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Small,High-tech,Broccoli,440726.6358,440726.6358,29.20896,11470.35859
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Small,High-tech,Basil,425826.3094,425826.3094,29.20896,11470.35859
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Small,High-tech,Tomatoes,592159.9315,592159.9315,29.20896,11470.35859
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Small,High-tech,Bell peppers,516212.6705,516212.6705,29.20896,11470.35859
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Small,High-tech,Zucchini,417626.0931,417626.0931,29.20896,11470.35859
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Small,High-tech,Strawberries,395532.0397,395532.0397,29.20896,11470.35859
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Medium,Low-tech,Roses,604667.5888,604667.5888,0,0
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Medium,Low-tech,Lettuce,756808.7807,756808.7807,0,0
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Medium,Low-tech,Spinach,757939.8737,757939.8737,0,0
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Medium,Low-tech,Broccoli,760837.3115,760837.3115,0,0
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Medium,Low-tech,Basil,730192.9237,730192.9237,0,0
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Medium,Low-tech,Tomatoes,1013619.083,1013619.083,0,0
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Medium,Low-tech,Bell peppers,885462.0067,885462.0067,0,0
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Medium,Low-tech,Zucchini,719685.2061,719685.2061,0,0
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Medium,Low-tech,Strawberries,680332.0955,680332.0955,0,0
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Medium,High-tech,Roses,616798.369,616798.369,55.82375,21921.98662
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Medium,High-tech,Lettuce,768512.0208,768512.0208,55.82375,21921.98662
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Medium,High-tech,Spinach,769710.0295,769710.0295,55.82375,21921.98662
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Medium,High-tech,Broccoli,771271.6127,771271.6127,55.82375,21921.98662
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Medium,High-tech,Basil,745196.0415,745196.0415,55.82375,21921.98662
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Medium,High-tech,Tomatoes,1036279.88,1036279.88,55.82375,21921.98662
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Medium,High-tech,Bell peppers,903372.1733,903372.1733,55.82375,21921.98662
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Medium,High-tech,Zucchini,730845.6629,730845.6629,55.82375,21921.98662
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Medium,High-tech,Strawberries,692181.0694,692181.0694,55.82375,21921.98662
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Large,Low-tech,Roses,863810.8411,863810.8411,0,0
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Large,Low-tech,Lettuce,1081155.401,1081155.401,0,0
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Large,Low-tech,Spinach,1082771.248,1082771.248,0,0
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Large,Low-tech,Broccoli,1086910.445,1086910.445,0,0
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Large,Low-tech,Basil,1043132.748,1043132.748,0,0
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Large,Low-tech,Tomatoes,1448027.262,1448027.262,0,0
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Large,Low-tech,Bell peppers,1264945.724,1264945.724,0,0
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Large,Low-tech,Zucchini,1028121.723,1028121.723,0,0
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Large,Low-tech,Strawberries,971902.9935,971902.9935,0,0
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Large,High-tech,Roses,881140.5272,881140.5272,35.52252,13949.6936
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Large,High-tech,Lettuce,1097874.315,1097874.315,35.52252,13949.6936
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Large,High-tech,Spinach,1099585.756,1099585.756,35.52252,13949.6936
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Large,High-tech,Broccoli,1101816.59,1101816.59,35.52252,13949.6936
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Large,High-tech,Basil,1064565.774,1064565.774,35.52252,13949.6936
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Large,High-tech,Tomatoes,1480399.829,1480399.829,35.52252,13949.6936
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Large,High-tech,Bell peppers,1290531.676,1290531.676,35.52252,13949.6936
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Large,High-tech,Zucchini,1044065.233,1044065.233,35.52252,13949.6936
"Prescott, Arizona",34.539984,-112.468812,Hoop House,Large,High-tech,Strawberries,988830.0992,988830.0992,35.52252,13949.6936
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Small,Low-tech,Roses,470631.0656,470631.0656,38.94528,15293.81146
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Small,Low-tech,Lettuce,615863.4873,615863.4873,38.61792,15165.25718
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Small,Low-tech,Spinach,619739.0636,619739.0636,38.61792,15165.25718
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Small,Low-tech,Broccoli,619891.0592,619891.0592,38.61792,15165.25718
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Small,Low-tech,Basil,559494.0833,559494.0833,38.61792,15165.25718
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Small,Low-tech,Tomatoes,799374.4157,799374.4157,38.61792,15165.25718
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Small,Low-tech,Bell peppers,705821.5998,705821.5998,38.61792,15165.25718
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Small,Low-tech,Zucchini,587129.8599,587129.8599,38.61792,15165.25718
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Small,Low-tech,Strawberries,523399.7723,523399.7723,38.94528,15293.81146
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Small,High-tech,Roses,484633.2476,969266.4951,866.720093,244712.753
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Small,High-tech,Lettuce,631623.9664,1263247.933,618.4535946,177702.231
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Small,High-tech,Spinach,635919.7247,1271839.449,634.3824773,180635.6327
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Small,High-tech,Broccoli,633888.8542,1267777.708,536.6175815,160624.1002
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Small,High-tech,Basil,576049.779,1152099.558,768.4901802,218528.3429
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Small,High-tech,Tomatoes,827297.4133,1654594.827,1062.203989,288625.2327
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Small,High-tech,Bell peppers,728551.5972,1457103.194,892.9019269,246549.7608
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Small,High-tech,Zucchini,602324.6306,1204649.261,623.6927351,178092.3172
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Small,High-tech,Strawberries,536473.5701,1072947.14,563.5015683,172698.8663
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Medium,Low-tech,Roses,823604.3648,823604.3648,74.7675,29361.19725
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Medium,Low-tech,Lettuce,1077761.103,1077761.103,74.07,29087.289
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Medium,Low-tech,Spinach,1084543.361,1084543.361,74.07,29087.289
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Medium,Low-tech,Broccoli,1084809.354,1084809.354,74.07,29087.289
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Medium,Low-tech,Basil,979114.6458,979114.6458,74.07,29087.289
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Medium,Low-tech,Tomatoes,1398905.227,1398905.227,74.07,29087.289
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Medium,Low-tech,Bell peppers,1235187.8,1235187.8,74.07,29087.289
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Medium,Low-tech,Zucchini,1027477.255,1027477.255,74.07,29087.289
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Medium,Low-tech,Strawberries,915949.6015,915949.6015,74.7675,29361.19725
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Medium,High-tech,Roses,848108.1832,1696216.366,1399.182013,396843.6238
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Medium,High-tech,Lettuce,1105341.941,2210683.882,1005.315778,290503.6857
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Medium,High-tech,Spinach,1112859.518,2225719.037,1030.746031,295193.8483
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Medium,High-tech,Broccoli,1109305.495,2218610.99,874.8934413,263315.5842
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Medium,High-tech,Basil,1008087.113,2016174.226,1243.262677,355329.7017
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Medium,High-tech,Tomatoes,1447770.473,2895540.947,1713.182871,467558.156
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Medium,High-tech,Bell peppers,1274965.295,2549930.59,1443.015986,400343.7844
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Medium,High-tech,Zucchini,1054068.104,2108136.207,1013.440119,291032.8011
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Medium,High-tech,Strawberries,938828.7476,1877657.495,917.792654,283017.972
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Large,Low-tech,Roses,1176577.664,1176577.664,48.6816,19117.26432
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Large,Low-tech,Lettuce,1539658.718,1539658.718,48.2724,18956.57148
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Large,Low-tech,Spinach,1549347.659,1549347.659,48.2724,18956.57148
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Large,Low-tech,Broccoli,1549727.648,1549727.648,48.2724,18956.57148
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Large,Low-tech,Basil,1398735.208,1398735.208,48.2724,18956.57148
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Large,Low-tech,Tomatoes,1998436.039,1998436.039,48.2724,18956.57148
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Large,Low-tech,Bell peppers,1764554,1764554,48.2724,18956.57148
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Large,Low-tech,Zucchini,1467824.65,1467824.65,48.2724,18956.57148
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Large,Low-tech,Strawberries,1308499.431,1308499.431,48.6816,19117.26432
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Large,High-tech,Roses,1211583.119,2423166.238,1850.070713,519312.1509
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Large,High-tech,Lettuce,1579059.916,3158119.832,1317.410342,375561.475
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Large,High-tech,Spinach,1589799.312,3179598.624,1351.943039,381933.5071
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Large,High-tech,Broccoli,1584722.136,3169444.271,1140.513667,338721.0522
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Large,High-tech,Basil,1440124.447,2880248.895,1639.427224,463355.0936
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Large,High-tech,Tomatoes,2068243.533,4136487.067,2278.629306,616079.1097
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Large,High-tech,Bell peppers,1821378.993,3642757.986,1911.649045,524717.5704
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Large,High-tech,Zucchini,1505811.576,3011623.153,1328.246454,376202.6775
"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Large,High-tech,Strawberries,1341183.925,2682367.85,1198.104982,365561.9231
"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Small,High-tech,Roses,141133.3743,176416.7178,2711.879867,1064955.224
"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Small,High-tech,Lettuce,176868.3979,221085.4974,1682.011624,660525.9647
"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Small,High-tech,Spinach,177069.0907,221336.3633,1661.293716,652390.0422
"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Small,High-tech,Broccoli,178345.9934,222932.4917,1882.986001,739448.6027
"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Small,High-tech,Basil,169308.2683,211635.3354,2625.165477,1030902.483
"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Small,High-tech,Tomatoes,234326.0698,292907.5873,2409.254748,946114.3394
"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Small,High-tech,Bell peppers,205377.7304,256722.163,2246.628983,882251.2014
"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Small,High-tech,Zucchini,168152.1831,210190.2289,1589.893864,624351.3205
"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Small,High-tech,Strawberries,157848.9235,197311.1544,3215.638487,1262781.234
"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Medium,High-tech,Roses,246983.4049,308729.2562,4726.58625,1856130.42
"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Medium,High-tech,Lettuce,309519.6964,386899.6205,2910.797223,1143070.07
"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Medium,High-tech,Spinach,309870.9087,387338.6358,2857.784245,1122251.873
"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Medium,High-tech,Broccoli,312105.4884,390131.8605,3245.219449,1274397.678
"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Medium,High-tech,Basil,296289.4695,370361.8369,4567.386035,1793612.496
"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Medium,High-tech,Tomatoes,410070.6222,512588.2777,4156.802171,1632376.212
"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Medium,High-tech,Bell peppers,359411.0282,449263.7853,3877.717667,1522779.728
"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Medium,High-tech,Zucchini,294266.3204,367832.9005,2749.363391,1079675.004
"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Medium,High-tech,Strawberries,276235.6161,345294.5202,5571.963632,2188110.118
"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Large,High-tech,Roses,352833.4356,441041.7945,6738.51369,2646214.326
"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Large,High-tech,Lettuce,442170.9949,552713.7436,4134.868213,1623762.747
"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Large,High-tech,Spinach,442672.7267,553340.9083,4046.787564,1589173.476
"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Large,High-tech,Broccoli,445864.9834,557331.2292,4599.98471,1806413.996
"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Large,High-tech,Basil,423270.6707,529088.3384,6505.617176,2554755.865
"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Large,High-tech,Tomatoes,585815.1745,732268.9682,5894.97437,2314956.435
"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Large,High-tech,Bell peppers,513444.326,641805.4076,5500.394212,2160004.807
"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Large,High-tech,Zucchini,420380.4577,525475.5722,3904.224196,1533188.842
"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Large,High-tech,Strawberries,394622.3087,493277.8859,7919.740142,3110081.954
"Bishop, California",37.363679,-118.39524,Hoop House,Small,Low-tech,Roses,343126.5307,343126.5307,0,0
"Bishop, California",37.363679,-118.39524,Hoop House,Small,Low-tech,Lettuce,428206.3351,428206.3351,0,0
"Bishop, California",37.363679,-118.39524,Hoop House,Small,Low-tech,Spinach,428869.3187,428869.3187,0,0
"Bishop, California",37.363679,-118.39524,Hoop House,Small,Low-tech,Broccoli,429966.571,429966.571,0,0
"Bishop, California",37.363679,-118.39524,Hoop House,Small,Low-tech,Basil,414579.5233,414579.5233,0,0
"Bishop, California",37.363679,-118.39524,Hoop House,Small,Low-tech,Tomatoes,576209.6163,576209.6163,0,0
"Bishop, California",37.363679,-118.39524,Hoop House,Small,Low-tech,Bell peppers,502629.9627,502629.9627,0,0
"Bishop, California",37.363679,-118.39524,Hoop House,Small,Low-tech,Zucchini,407216.1924,407216.1924,0,0
"Bishop, California",37.363679,-118.39524,Hoop House,Small,Low-tech,Strawberries,385505.4283,385505.4283,0,0
"Bishop, California",37.363679,-118.39524,Hoop House,Small,High-tech,Roses,350213.2272,350213.2272,29.20896,11470.35859
"Bishop, California",37.363679,-118.39524,Hoop House,Small,High-tech,Lettuce,435066.65,435066.65,29.20896,11470.35859
"Bishop, California",37.363679,-118.39524,Hoop House,Small,High-tech,Spinach,435768.8074,435768.8074,29.20896,11470.35859
"Bishop, California",37.363679,-118.39524,Hoop House,Small,High-tech,Broccoli,436098.2166,436098.2166,29.20896,11470.35859
"Bishop, California",37.363679,-118.39524,Hoop House,Small,High-tech,Basil,423352.6782,423352.6782,29.20896,11470.35859
"Bishop, California",37.363679,-118.39524,Hoop House,Small,High-tech,Tomatoes,589464.0672,589464.0672,29.20896,11470.35859
"Bishop, California",37.363679,-118.39524,Hoop House,Small,High-tech,Bell peppers,513103.449,513103.449,29.20896,11470.35859
"Bishop, California",37.363679,-118.39524,Hoop House,Small,High-tech,Zucchini,413758.2999,413758.2999,29.20896,11470.35859
"Bishop, California",37.363679,-118.39524,Hoop House,Small,High-tech,Strawberries,392447.3289,392447.3289,29.20896,11470.35859
"Bishop, California",37.363679,-118.39524,Hoop House,Medium,Low-tech,Roses,600471.4287,600471.4287,0,0
"Bishop, California",37.363679,-118.39524,Hoop House,Medium,Low-tech,Lettuce,749361.0864,749361.0864,0,0
"Bishop, California",37.363679,-118.39524,Hoop House,Medium,Low-tech,Spinach,750521.3077,750521.3077,0,0
"Bishop, California",37.363679,-118.39524,Hoop House,Medium,Low-tech,Broccoli,752441.4992,752441.4992,0,0
"Bishop, California",37.363679,-118.39524,Hoop House,Medium,Low-tech,Basil,725514.1658,725514.1658,0,0
"Bishop, California",37.363679,-118.39524,Hoop House,Medium,Low-tech,Tomatoes,1008366.828,1008366.828,0,0
